match_id,home,away,home_id,home_total_shots,home_shots_on_goal,home_shots_insidebox,away_id,away_total_shots,away_shots_on_goal,away_shots_insidebox,home_scored_penalties,away_scored_penalties,home_total_penalties,away_total_penalties,home_shots_outsidebox,away_shots_outsidebox,home_xGol,away_xGol,home_xPoints,away_xPoints,home_Points,away_Points
719349,1,1,163,11,4,7,157,21,9,19,0,0,0,0,4,2,0.919895,2.166203,0.603,2.1335,1,1
719350,5,2,165,13,7,11,169,10,3,10,0,0,0,0,2,0,1.285555,1.10081,1.5270000000000001,1.2445,3,0
719351,1,0,161,19,9,11,176,7,1,4,0,0,1,0,8,3,2.284321,0.5523199999999999,2.5055,0.3675,3,0
719352,1,1,182,8,5,5,168,16,3,10,0,0,0,0,3,6,0.662401,1.324802,0.8385,1.8399999999999999,1,1
719353,5,1,172,33,15,24,178,8,5,5,0,0,0,0,9,3,2.977932,0.662401,2.5915,0.261,3,0
719354,1,0,164,8,2,8,173,13,2,10,0,0,0,0,0,3,0.880648,1.212806,1.1095,1.6165,3,0
719355,0,4,170,7,0,5,167,15,8,10,0,0,0,0,2,5,0.625069,1.2874700000000001,0.7935,1.8639999999999999,0,3
719356,0,0,188,10,3,5,160,15,5,12,0,0,0,0,5,3,0.7370650000000001,1.432968,0.858,1.912,1,1
719357,3,1,192,14,5,12,159,10,5,7,0,0,0,0,2,3,1.395636,0.882563,1.7535,1.012,3,0
719358,3,2,157,18,6,13,192,10,3,5,0,0,0,0,5,5,1.617713,0.7370650000000001,2.0435,0.7565,3,0
719359,4,0,173,28,12,18,172,11,5,8,1,0,1,0,10,3,3.129552,0.992644,2.517,0.357,3,0
719360,0,0,169,21,5,13,170,4,0,1,0,0,0,0,8,3,1.729709,0.22207699999999997,2.4595000000000002,0.36050000000000004,1,1
719361,4,0,168,12,6,10,163,11,6,7,0,0,0,1,2,4,1.1754740000000001,1.694669,1.0225,1.7209999999999999,3,0
719362,2,1,160,7,4,4,165,18,4,10,0,0,0,0,3,8,0.5523199999999999,1.399466,0.716,1.996,3,0
719363,2,2,167,7,3,3,182,12,8,10,0,0,0,0,4,2,0.47957099999999997,1.1754740000000001,0.7575000000000001,1.9445,1,1
719364,1,2,159,13,5,7,161,12,3,12,1,0,1,0,6,0,1.769333,1.320972,1.661,1.0845,0,3
719365,2,0,176,8,4,5,164,15,3,7,0,0,0,0,3,8,0.662401,1.069223,1.0175,1.6785,3,0
719366,1,1,178,20,5,12,188,9,2,7,1,0,1,0,8,2,2.394402,0.845231,2.3115,0.48950000000000005,1,1
719367,5,0,157,16,6,14,159,7,3,5,0,0,0,0,2,2,1.615798,0.625069,2.1334999999999997,0.6545,3,0
719368,3,2,165,24,13,21,167,10,5,9,0,0,0,0,3,1,2.4236969999999998,1.028061,2.2175,0.6325000000000001,3,0
719369,1,0,161,8,2,5,173,11,2,5,0,0,0,0,3,6,0.662401,0.774397,1.189,1.38,3,0
719370,2,1,182,11,3,8,163,20,5,13,0,0,0,0,3,7,0.992644,1.692377,0.8985000000000001,1.8335,3,0
719371,2,3,172,17,7,8,160,15,7,11,0,0,0,0,9,4,1.2166359999999998,1.3602189999999998,1.264,1.5295,0,3
719372,3,0,164,18,9,14,178,9,1,6,0,0,0,0,4,3,1.690462,0.772482,2.0225,0.7915000000000001,3,0
719373,1,4,170,14,4,10,168,14,5,11,0,0,0,0,4,3,1.250138,1.322887,1.2730000000000001,1.4,0,3
719374,1,1,188,13,5,5,169,11,3,8,0,0,0,0,8,3,0.8490610000000001,0.992644,1.1975,1.462,1,1
719375,2,1,192,22,5,13,176,11,1,8,0,0,0,0,9,3,1.7670409999999999,0.992644,1.9044999999999999,0.9075,3,0
719376,1,4,173,10,4,4,157,18,6,11,0,1,0,1,6,7,0.6643159999999999,2.2469889999999997,0.42700000000000005,2.344,0,3
719377,1,1,169,17,4,7,172,9,3,8,0,0,0,0,10,1,1.1438869999999999,0.91798,1.526,1.123,1,1
719378,3,4,168,11,5,5,165,14,6,10,0,1,0,1,6,4,0.774397,2.024912,0.6134999999999999,2.21,0,3
719379,0,0,182,16,5,9,170,14,6,10,0,0,0,0,7,4,1.252053,1.250138,1.368,1.3365,1,1
719380,3,1,163,18,4,10,188,18,7,10,0,0,0,0,8,8,1.399466,1.399466,1.3665,1.34,3,0
719381,1,1,160,9,3,5,192,15,4,11,0,0,0,0,4,4,0.699733,1.3602189999999998,0.8210000000000001,1.8245,1,1
719382,0,2,167,9,0,6,164,13,5,6,0,0,0,0,3,7,0.772482,0.92181,1.204,1.462,0,3
719383,1,3,176,18,5,4,159,5,4,2,0,0,0,0,14,3,0.9629719999999999,0.33215799999999995,1.8824999999999998,0.7384999999999999,0,3
719384,0,2,178,9,4,4,161,9,3,7,0,1,0,1,5,2,0.626984,1.620005,0.656,2.072,0,3
719385,7,0,157,24,15,19,176,5,0,2,0,0,0,0,5,3,2.278199,0.33215799999999995,2.5765,0.2975,3,0
719386,4,2,165,13,5,7,182,9,6,8,0,1,0,1,6,1,0.994559,1.6927539999999999,0.8380000000000001,1.8170000000000002,3,0
719387,1,1,161,14,6,12,169,5,2,2,0,0,0,0,2,3,1.395636,0.33215799999999995,2.2005,0.5269999999999999,1,1
719388,1,3,172,17,6,10,168,7,4,6,0,0,0,0,7,1,1.3621340000000002,0.697818,1.9240000000000002,0.8390000000000001,0,3
719389,0,0,164,11,3,8,160,7,1,4,0,0,0,0,3,3,0.992644,0.5523199999999999,1.701,0.9765,1,1
