match_id,home,away,home_id,home_total_shots,home_shots_on_goal,home_shots_insidebox,away_id,away_total_shots,away_shots_on_goal,away_shots_insidebox,home_scored_penalties,away_scored_penalties,home_total_penalties,away_total_penalties,home_shots_outsidebox,away_shots_outsidebox,home_xGol,away_xGol,home_xPoints,away_xPoints,home_Points,away_Points
862307,2,0,223,10,2,4,215,13,1,6,0,0,0,0,6,7,0.749742,1.011891,1.118,1.5785,3,0
862308,1,0,215,9,3,5,223,8,2,6,0,0,0,0,4,2,0.739914,0.730086,1.294,1.305,3,0
731278,3,0,228,15,6,11,810,6,1,1,0,0,1,0,4,5,2.07546,0.384699,2.5035000000000003,0.32,3,0
731279,2,0,212,21,7,17,221,7,3,3,0,0,0,0,4,4,1.974642,0.534126,2.32,0.435,3,0
731280,2,0,234,20,3,17,242,11,2,8,0,0,1,0,3,3,2.636463,0.992235,2.3369999999999997,0.529,3,0
731281,0,1,224,18,3,13,216,7,1,5,0,0,0,0,5,2,1.6194270000000002,0.627192,2.0465,0.645,0,3
731282,1,2,215,10,3,4,211,10,6,8,0,0,0,0,6,2,0.749742,0.935874,1.266,1.5165,0,3
731283,3,0,762,9,6,5,222,13,5,5,0,0,0,0,4,8,0.739914,0.9653579999999999,1.1295,1.5034999999999998,3,0
731284,3,0,218,10,5,7,227,23,5,10,1,0,1,0,3,13,1.607523,1.761633,1.3010000000000002,1.4649999999999999,3,0
731285,0,2,214,7,0,1,217,11,5,5,0,0,0,0,6,6,0.44106,0.852636,0.9490000000000001,1.6745,0,3
731286,0,2,240,12,3,7,230,13,6,8,0,0,0,0,5,5,1.002063,1.104957,1.2905,1.3965,0,3
731287,2,0,211,17,5,14,240,3,1,2,0,0,0,0,3,1,1.609599,0.262149,2.415,0.40700000000000003,3,0
731288,1,2,217,16,6,6,228,5,3,5,0,0,0,0,10,0,1.180974,0.51447,1.848,0.769,0,3
731289,2,2,227,15,3,9,215,10,4,6,1,1,1,1,6,4,1.9823940000000002,1.5609899999999999,1.717,1.151,1,1
731290,1,2,242,7,1,6,212,12,4,9,0,0,0,0,1,3,0.673725,1.095129,0.9915,1.6804999999999999,0,3
731291,1,2,221,5,2,2,214,13,4,6,0,0,0,0,3,7,0.374871,1.011891,0.74,1.8825,0,3
731292,3,0,222,8,4,6,234,17,5,10,0,0,0,0,2,7,0.730086,1.423467,0.822,1.8755,3,0
731293,0,1,216,18,5,11,762,7,4,2,0,0,0,0,7,5,1.526361,0.48759300000000005,2.19,0.5765,0,3
731294,0,0,230,7,1,6,224,12,2,8,0,0,1,0,1,4,1.391907,1.048596,1.6045,1.123,1,1
731295,2,1,810,21,6,12,218,8,2,3,0,1,0,1,9,5,1.741977,1.308669,1.6415,1.0655,3,0
731296,2,0,228,26,7,15,221,3,0,1,0,0,0,0,11,2,2.163381,0.215616,2.647,0.198,3,0
731297,1,3,234,10,2,7,230,14,4,6,0,0,0,0,3,8,0.8893409999999999,1.068252,1.183,1.4765000000000001,0,3
731298,4,0,224,20,8,12,810,4,2,2,2,0,2,0,8,2,3.1219799999999998,0.31851,2.7944999999999998,0.14100000000000001,3,0
731299,2,3,215,12,5,9,217,16,7,7,1,0,1,0,3,9,1.8133110000000001,1.2275070000000001,1.8025,0.9874999999999999,0,3
731300,0,2,762,5,2,2,211,21,7,15,0,0,0,0,3,6,0.374871,1.881576,0.403,2.4835000000000003,0,3
731301,0,3,218,11,3,4,216,7,5,3,0,1,0,1,7,4,0.806103,1.252308,1.0315,1.7525,0,3
731302,2,0,222,9,4,8,227,11,2,10,0,0,0,0,1,1,0.879513,1.085301,1.161,1.526,3,0
731303,1,1,214,5,1,2,212,16,5,13,0,0,0,0,3,3,0.374871,1.5067050000000002,0.5135000000000001,2.1945,1,1
