ids,names
490,Cagliari
488,Sassuolo
504,Verona
496,Juventus
517,Venezia
489,AC Milan
500,Bologna
497,AS Roma
511,Empoli
514,Salernitana
503,Torino
487,Lazio
492,Napoli
495,Genoa
505,Inter
499,Atalanta
498,Sampdoria
502,Fiorentina
515,Spezia
494,Udinese
